"desc","date","ipd","pop"
"25-44y_PCV7",2012-01-01,278.638319327731,16204608
"25-44y_nonPCV",2012-01-01,602.419159663866,16204608
"45-64y_PCV13add",2012-01-01,227.258480122818,8238264
"45-64y_PCV7",2012-01-01,142.219823044602,8238264
"45-64y_nonPCV",2012-01-01,240.454133807369,8238264
"5-14y_PCV13add",2012-01-01,148.649557743097,9327305
"5-14y_PCV7",2012-01-01,68.3446242496999,9327305
"5-14y_nonPCV",2012-01-01,82.0135490996399,9327305
"<2y_PCV13add",2012-01-01,99.1275630252101,2255571
"<2y_PCV7",2012-01-01,81.2521008403361,2255571
"<2y_nonPCV",2012-01-01,222.630756302521,2255571
">=65y_PCV13add",2012-01-01,72.3050304259635,2795651.46
">=65y_PCV7",2012-01-01,32.4634830483918,2795651.46
">=65y_nonPCV",2012-01-01,66.4025789626195,2795651.46
"15-24y_PCV13add",2013-01-01,45.9631598240469,10010505
"15-24y_PCV7",2013-01-01,35.749124307592,10010505
"15-24y_nonPCV",2013-01-01,102.140355164549,10010505
"2-4y_PCV13add",2013-01-01,32.1543144050475,3310727
"2-4y_PCV7",2013-01-01,19.2925886430285,3310727
"2-4y_nonPCV",2013-01-01,54.6623344885808,3310727
"25-44y_PCV13add",2013-01-01,371.832042870103,16628619
"25-44y_PCV7",2013-01-01,197.026540644317,16628619
"25-44y_nonPCV",2013-01-01,666.631152555961,16628619
"45-64y_PCV13add",2013-01-01,156.079155487615,8451730
"45-64y_PCV7",2013-01-01,83.2422162600611,8451730
"45-64y_nonPCV",2013-01-01,319.590651712735,8451730
"5-14y_PCV13add",2013-01-01,75.7215182869474,9503899
"5-14y_PCV7",2013-01-01,45.4329109721684,9503899
"5-14y_nonPCV",2013-01-01,79.5075942012948,9503899
"<2y_PCV13add",2013-01-01,55.393815295088,2277481
"<2y_PCV7",2013-01-01,66.7984243264296,2277481
"<2y_nonPCV",2013-01-01,294.890604953262,2277481
">=65y_PCV13add",2013-01-01,55.4908213452791,2868684.99
">=65y_PCV7",2013-01-01,29.6811369986376,2868684.99
">=65y_nonPCV",2013-01-01,78.7195372572563,2868684.99
"15-24y_PCV13add",2014-01-01,41.0376197477496,9889101
"15-24y_PCV7",2014-01-01,35.4415806912383,9889101
"15-24y_nonPCV",2014-01-01,96.9980103128626,9889101
"2-4y_PCV13add",2014-01-01,20.0734536640263,3317012
"2-4y_PCV7",2014-01-01,20.0734536640263,3317012
"2-4y_nonPCV",2014-01-01,63.087997229797,3317012
"25-44y_PCV13add",2014-01-01,308.10681534323,17045026
"25-44y_PCV7",2014-01-01,197.837007746706,17045026
"25-44y_nonPCV",2014-01-01,658.375615943955,17045026
"45-64y_PCV13add",2014-01-01,129.967047824194,8661919
"45-64y_PCV7",2014-01-01,109.290472033981,8661919
"45-64y_nonPCV",2014-01-01,313.102433394649,8661919
"5-14y_PCV13add",2014-01-01,49.064261626786,9710604
"5-14y_PCV7",2014-01-01,42.055081394388,9710604
"5-14y_nonPCV",2014-01-01,82.3578677306764,9710604
"<2y_PCV13add",2014-01-01,39.3364350685472,2292738
"<2y_PCV7",2014-01-01,53.0186733532593,2292738
"<2y_nonPCV",2014-01-01,299.298962478077,2292738
">=65y_PCV13add",2014-01-01,45.1915422967005,2948294.92
">=65y_PCV7",2014-01-01,23.3246669918454,2948294.92
">=65y_nonPCV",2014-01-01,104.961001463304,2948294.92
"15-24y_PCV13add",2015-01-01,30.46479083733,9779346
"15-24y_PCV7",2015-01-01,21.5045582381153,9779346
"15-24y_nonPCV",2015-01-01,107.522791190576,9779346
"2-4y_PCV13add",2015-01-01,14.6132969542885,3345369
"2-4y_PCV7",2015-01-01,16.4399590735746,3345369
"2-4y_nonPCV",2015-01-01,40.1865666242933,3345369
"25-44y_PCV13add",2015-01-01,240.436463526184,17444514
"25-44y_PCV7",2015-01-01,130.707070775979,17444514
"25-44y_nonPCV",2015-01-01,772.946751872766,17444514
"45-64y_PCV13add",2015-01-01,118.734717502307,8874819
"45-64y_PCV7",2015-01-01,79.1564783348711,8874819
"45-64y_nonPCV",2015-01-01,398.609408757744,8874819
"5-14y_PCV13add",2015-01-01,31.1895740964665,9900842
"5-14y_PCV7",2015-01-01,33.1389224774956,9900842
"5-14y_nonPCV",2015-01-01,76.024586860137,9900842
"<2y_PCV13add",2015-01-01,26.4919148238477,2296151
"<2y_PCV7",2015-01-01,26.4919148238477,2296151
"<2y_nonPCV",2015-01-01,281.94966491095,2296151
">=65y_PCV13add",2015-01-01,31.6784388942167,3033352.04
">=65y_PCV7",2015-01-01,22.4388942167369,3033352.04
">=65y_nonPCV",2015-01-01,137.273235208273,3033352.04
"15-24y_PCV13add",2016-01-01,35.8862957430919,9668406
"15-24y_PCV7",2016-01-01,18.7232847355262,9668406
"15-24y_nonPCV",2016-01-01,106.098613501315,9668406
"2-4y_PCV13add",2016-01-01,10.835659681933,3374319
"2-4y_PCV7",2016-01-01,19.8653760835438,3374319
"2-4y_nonPCV",2016-01-01,57.7901849703092,3374319
"25-44y_PCV13add",2016-01-01,212.666179261034,17818443
"25-44y_PCV7",2016-01-01,136.603093247963,17818443
